iter	MultiClass
311	0.5874616129
312	0.5870709596
313	0.5866614028
314	0.5861947641
315	0.5861056491
316	0.5857960322
317	0.5853585361
318	0.5851326444
319	0.5849807346
320	0.5841916313
321	0.5839875453
322	0.5832732523
323	0.5828185878
324	0.5826722867
325	0.5821814667
326	0.5817249032
327	0.5809941871
328	0.5804090795
329	0.5797902915
330	0.5793956873
331	0.5788742195
332	0.5782438579
333	0.5778328568
334	0.5773358717
335	0.5769456504
336	0.5767788902
337	0.5765617308
338	0.5760999794
339	0.5758416339
340	0.5755053028
341	0.5751855837
342	0.5747808748
343	0.5745178436
344	0.5739527319
345	0.5735061793
346	0.5730544081
347	0.5724114494
348	0.571814164
349	0.5712484521
350	0.5710384783
351	0.5706786735
352	0.5701044495
353	0.569446245
354	0.5692586888
355	0.5685561596
356	0.5683319309
357	0.5677540718
358	0.5672938772
359	0.5669311856
360	0.5668170764
361	0.5664408583
362	0.5657392021
363	0.5653122698
364	0.5648750084
365	0.5642634803
366	0.5637882138
367	0.5635550915
368	0.5627309424
369	0.5624124016
370	0.5618906955
371	0.5615027392
372	0.5613410158
373	0.5609120205
374	0.5605728748
375	0.5600466488
376	0.5594682878
377	0.5588096398
378	0.5585013136
379	0.5580974591
380	0.5578653169
381	0.5574591021
382	0.5569979018
383	0.5566466761
384	0.5561344053
385	0.5555590761
386	0.5551174579
387	0.5548839067
388	0.5544160081
389	0.5540632089
390	0.5537686349
391	0.5533477393
392	0.5529437189
393	0.5522659325
394	0.5518314403
395	0.5514135336
396	0.5512251021
397	0.5507982931
398	0.5502800614
399	0.5499889692
400	0.5496084149
401	0.5493249425
402	0.5488155353
403	0.5484250391
404	0.5475720554
405	0.5470536353
406	0.5467678078
407	0.5461742378
408	0.5457674039
409	0.5451268234
410	0.5449762557
411	0.5446427972
412	0.5442839331
413	0.5434560273
414	0.543231139
415	0.5431074253
416	0.5423856104
417	0.5417488668
418	0.5414321035
419	0.5408199132
420	0.5405657074
421	0.5399817857
422	0.5392969164
423	0.5389164107
424	0.5385671158
425	0.5377421645
426	0.5374459825
427	0.5370931473
428	0.5367436289
429	0.5364369721
430	0.5361608982
431	0.5354588732
432	0.5351830224
433	0.5349159648
434	0.5347077892
435	0.5344578002
436	0.5338663732
437	0.5334780593
438	0.5330720768
439	0.5328574639
440	0.5323084856
441	0.5320625207
442	0.5317441207
443	0.53131263
444	0.5308579882
445	0.5303229144
446	0.5300291495
447	0.5293791804
448	0.5291868028
449	0.5285642447
450	0.5280715732
451	0.5277792659
452	0.5270268438
453	0.526658446
454	0.5265180063
455	0.52565339
456	0.5252311878
457	0.5247333014
458	0.5243713782
459	0.5238360316
460	0.5230011932
461	0.5223408768
462	0.5220470368
463	0.5215338311
464	0.5211798246
465	0.5207341928
466	0.5205376103
467	0.5200535043
468	0.5197642937
469	0.5196267415
470	0.5188856882
471	0.5186173239
472	0.5181108187
473	0.5176719319
474	0.5174352412
475	0.5168851382
476	0.5162927399
477	0.516030483
478	0.515540304
479	0.5152407828
480	0.5147653143
481	0.5142250734
482	0.5138680255
483	0.5135770384
484	0.5133018397
485	0.5129613888
486	0.5125792306
487	0.5121437634
488	0.5119137671
489	0.5117113526
490	0.5114765067
491	0.5111151753
492	0.5104734078
493	0.5099908054
494	0.5098564057
495	0.5096708983
496	0.5093599636
497	0.5087705011
498	0.5083900447
499	0.5081243326
500	0.5079840628
501	0.5075286978
502	0.5072851491
503	0.5070321471
504	0.5068808996
505	0.5064544082
506	0.5060700783
507	0.5056166344
508	0.505383904
509	0.5049692047
510	0.5045270188
511	0.5041558126
512	0.5035294705
513	0.5032396744
514	0.5026765541
515	0.502468134
516	0.5019083512
517	0.5016023144
518	0.5012023266
519	0.5008560122
520	0.500432585
521	0.4997825746
522	0.4994056695
523	0.4990935997
524	0.4986996423
525	0.498412261
526	0.4981725781
527	0.4976606785
528	0.4972583559
529	0.4970716121
530	0.4968843968
531	0.4965736196
532	0.4962238966
533	0.4958410686
534	0.4955574823
535	0.495425565
536	0.4948707689
537	0.4946980204
538	0.4942854238
539	0.4937463244
540	0.4933935998
541	0.4931427183
542	0.4925377894
543	0.4922724591
544	0.4920265964
545	0.4917688595
546	0.4912576598
547	0.4909439407
548	0.490627002
549	0.4903351601
550	0.4899363363
551	0.4892608215
552	0.4887960466
553	0.4886340567
554	0.488246985
555	0.4879268367
556	0.4874828861
557	0.4871492746
558	0.486549558
559	0.4861918714
560	0.4858359735
561	0.4855830723
562	0.4853824681
563	0.4850767434
564	0.4845335965
565	0.4840058358
566	0.4835541404
567	0.4831578425
568	0.482815914
569	0.4823782981
570	0.4818769098
571	0.4813055238
572	0.4810952048
573	0.4809033935
574	0.4806270642
575	0.4803859606
576	0.4801538856
577	0.4797188538
578	0.4792983269
579	0.4789662134
580	0.4784556695
581	0.4780176603
582	0.4776904943
583	0.4773961889
584	0.4770494652
585	0.4767314407
586	0.4765057688
587	0.4762341299
588	0.4760832426
589	0.4757569314
590	0.475451227
591	0.4752316643
592	0.4750003637
593	0.4745291204
594	0.4739864463
595	0.4738291097
596	0.4735816093
597	0.4730396607
598	0.4726779328
599	0.4723620676
600	0.4721747845
601	0.4719619889
602	0.4715010515
603	0.4712000996
604	0.4705714778
605	0.4702171746
606	0.4699821585
607	0.4693932434
608	0.4691248691
609	0.4686949958
610	0.468278982
611	0.4679402882
612	0.4676193511
613	0.4671652353
614	0.4669432723
615	0.4665493253
616	0.4664361058
617	0.4660516005
618	0.4656908358
619	0.4652003601
620	0.4648927521
621	0.4645738135
622	0.4642741334
623	0.4638280141
624	0.4636886078
625	0.4633875917
626	0.4631147757
627	0.4627416561
628	0.4624620515
629	0.4621000965
630	0.4618863801
631	0.4614758011
632	0.4610715457
633	0.4605690591
634	0.4602587498
635	0.4599535832
636	0.4597520144
637	0.4593793884
638	0.4590232695
639	0.4588071863
640	0.4587000183
641	0.4581867433
642	0.4578240011
643	0.4574633254
644	0.4571040733
645	0.4567169764
646	0.4562793299
647	0.4560605031
648	0.4555953555
649	0.4550836537
650	0.4548688733
651	0.4544727325
652	0.4541536958
653	0.4539586692
654	0.4535959385
655	0.4533583255
656	0.45301617
657	0.4524456015
658	0.4519657081
659	0.4518257635
660	0.4513978732
661	0.451105893
662	0.4508068839
663	0.4503555935
664	0.4500915654
665	0.4497310747
666	0.4494844756
667	0.4490688938
668	0.4488493048
669	0.4486140758
670	0.4483391835
671	0.4478750866
672	0.4475494848
673	0.4473062447
674	0.4469019771
675	0.4467528379
676	0.4461174592
677	0.4457350649
678	0.445596396
679	0.4454730344
680	0.4452703992
681	0.4448792236
682	0.4445007066
683	0.4442744478
684	0.4439851769
685	0.4437513608
686	0.4434120428
687	0.4432398371
688	0.4429569824
689	0.4426925588
690	0.4424020217
691	0.4420742993
692	0.4415460581
693	0.4414014885
694	0.4410408075
695	0.4407807849
696	0.4403171804
697	0.4399147137
698	0.4396537765
699	0.4392823106
700	0.4388673728
701	0.438517173
702	0.4382564124
703	0.4379519413
704	0.4376493128
705	0.4372632828
706	0.4367996564
707	0.4363984273
708	0.4358996382
709	0.4356880376
710	0.435448314
711	0.4352132565
712	0.4349641969
713	0.4347279954
714	0.4343747216
715	0.4338676752
716	0.4333811649
717	0.4331893959
718	0.4327786694
719	0.4325073128
720	0.4323248792
721	0.4319276647
722	0.4315945133
723	0.431317076
724	0.4310324271
725	0.4305741273
726	0.4303103128
727	0.4300361447
728	0.4298346236
729	0.4295414466
730	0.4293192292
731	0.4290043999
732	0.428651653
733	0.428219053
734	0.4279523238
735	0.4277482866
736	0.4274724165
737	0.4270461237
738	0.42653024
739	0.4263723416
740	0.4260118874
741	0.4254735372
742	0.425086995
743	0.424954936
744	0.4246421223
745	0.4243762712
746	0.4241240962
747	0.4237832005
748	0.4235772434
749	0.4232169289
750	0.4230212547
751	0.4228100375
752	0.422356282
753	0.4220189358
754	0.4215342632
755	0.4210666447
756	0.4207380453
757	0.4205095188
758	0.42005214
759	0.4198102889
760	0.4195066535
761	0.4191827113
762	0.4189510019
763	0.4186519243
764	0.4183063227
765	0.4178487786
766	0.417667228
767	0.4175043598
768	0.4171277724
769	0.4168766603
770	0.4166422064
771	0.4162480314
772	0.4159601912
773	0.4157758396
774	0.4155256969
775	0.4152287106
776	0.4150953224
777	0.4148437748
778	0.414694033
779	0.4144377708
780	0.4139812197
781	0.4135707318
782	0.4132871617
783	0.4129744455
784	0.4128698949
785	0.412508192
786	0.4123028776
787	0.4118278997
788	0.4116563767
789	0.4112837805
790	0.4109236374
791	0.4107256375
792	0.4104998956
793	0.4099995249
794	0.4094239346
795	0.4092399575
796	0.4089837745
797	0.4085620922
798	0.4082952896
799	0.4079994901
800	0.4077007608
801	0.4073683019
802	0.4069511257
803	0.4066870107
804	0.4064715226
805	0.4061831622
806	0.4057943996
807	0.4055693375
808	0.4053328625
809	0.4050346995
810	0.4045743563
811	0.4042832453
812	0.403820438
813	0.4032920729
814	0.4031720105
815	0.4027514062
816	0.4023953165
817	0.4022280651
818	0.4019319619
819	0.4016360778
820	0.4012984718
821	0.4009472734
822	0.4006800097
823	0.4002133235
824	0.3998898796
825	0.3995879152
826	0.3991171799
827	0.3989057151
828	0.3985120712
829	0.398265549
830	0.397827955
831	0.3974988797
832	0.3972208735
833	0.3968887824
834	0.3966994609
835	0.3962665034
836	0.3960370116
837	0.3958654947
838	0.3957781843
839	0.3953971283
840	0.3951124685
841	0.3949295488
842	0.3947087765
843	0.3941905101
844	0.3940460836
845	0.3937672988
846	0.3936464905
847	0.3934106606
848	0.3931550994
849	0.3928490282
850	0.392620023
851	0.3923867785
852	0.3921629775
853	0.3920008002
854	0.391713155
855	0.3914755217
856	0.3910906831
857	0.3909042627
858	0.3906504874
859	0.3904241719
860	0.3901663676
861	0.3898182619
862	0.3894891133
863	0.3890670463
864	0.3887414698
865	0.3885106454
866	0.3883792335
867	0.3881149262
868	0.3877321662
869	0.3875194616
870	0.3871710566
871	0.3869287975
872	0.3866866646
873	0.3862705658
874	0.3858772113
875	0.3853153139
876	0.3850150832
877	0.3845488672
878	0.3842861069
879	0.3840528773
880	0.3837330817
881	0.3835390384
882	0.3831682077
883	0.3830307883
884	0.3828242728
885	0.3825726388
886	0.3822556793
887	0.3819778245
888	0.3816548677
889	0.381302044
890	0.3809058664
891	0.3807858722
892	0.3806655309
893	0.3804780576
894	0.3801861444
895	0.3799170064
896	0.3796431869
897	0.3794267634
898	0.3791512218
899	0.3789443151
900	0.3785309969
901	0.3783201621
902	0.378132945
903	0.3779036636
904	0.377762693
905	0.3776245064
906	0.3773458685
907	0.3768499203
908	0.3764417506
909	0.3762615083
910	0.3759731539
911	0.3757608623
912	0.3754119629
913	0.3751249417
914	0.3747849635
915	0.3745810615
916	0.3742650234
917	0.3740547796
918	0.3737453989
919	0.3733913105
920	0.3731482026
921	0.373030445
922	0.3729381556
923	0.3725592906
924	0.3723658686
925	0.3720864171
926	0.3718522391
927	0.3716815816
928	0.3713591245
929	0.3710182589
930	0.3707776911
931	0.3706450109
932	0.3702443215
933	0.3697623839
934	0.3694103453
935	0.3689478212
936	0.3687196925
937	0.3685574233
938	0.3683525911
939	0.3678893749
940	0.3677483964
941	0.3675934735
942	0.3673393852
943	0.3671344436
944	0.3668943235
945	0.3666611109
946	0.3663854762
947	0.3661935263
948	0.3661191593
949	0.3659372336
950	0.3657272303
951	0.3655803993
952	0.3654078606
953	0.3650175255
954	0.3647284342
955	0.3645489422
956	0.3643464587
957	0.3640940673
958	0.363823928
959	0.3636138139
960	0.3634172704
961	0.3631456784
962	0.3626813477
963	0.3625002535
964	0.3621045001
965	0.3619631095
966	0.3616371151
967	0.3615162998
968	0.3612265709
969	0.3610334439
970	0.3607067499
971	0.3604683194
972	0.3600614162
973	0.3597445069
974	0.3593911955
975	0.3591221829
976	0.3588479512
977	0.3585147398
978	0.3582376298
979	0.358002176
980	0.357768788
981	0.3574918504
982	0.3572344469
983	0.3569210396
984	0.3568939427
985	0.3565651436
986	0.3564058958
987	0.3562622026
988	0.3559199195
989	0.3556793919
990	0.3554858928
991	0.3552674175
992	0.3550817174
993	0.354845854
994	0.3545691501
995	0.3544057599
996	0.3541988307
997	0.354006304
998	0.3537585057
999	0.3536784659
